,latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
6006324,-9.92374302,33.43237746,31.8714,0.6818,"POLYGON((33.4323851563131 -9.92376861774174, 33.4324110148473 -9.9237353442217, 33.4324005450792 -9.92371022816556, 33.4323429148709 -9.92373384399438, 33.4323614585463 -9.92377832866181, 33.4323851563131 -9.92376861774174))",6G2M3CGJ+GX26
6008821,-9.9286477,33.42941965,18.5926,0.6707,"POLYGON((33.4294470944074 -9.92864346218271, 33.4294171452118 -9.92862027122015, 33.4293922051172 -9.92865193178984, 33.4294221543139 -9.92867512275473, 33.4294470944074 -9.92864346218271))",6G2M3CCH+GQV3
6009634,-9.92558637,33.41945808,51.2659,0.7625,"POLYGON((33.4195036611518 -9.92559980453096, 33.4194864796299 -9.92554855864969, 33.4194125142753 -9.92557293638585, 33.4194296957873 -9.92562418227132, 33.4195036611518 -9.92559980453096))",6G2M3CF9+QQ8G
6061843,-9.92949118,33.42999843,19.9426,0.7239,"POLYGON((33.43002536343 -9.9294809432115, 33.4299848204216 -9.92946596391425, 33.4299714913535 -9.929501426979, 33.4300120343658 -9.92951640627771, 33.43002536343 -9.9294809432115))",6G2M3CCH+6X59
6065956,-9.92892422,33.41876546,20.2719,0.7748,"POLYGON((33.4187924714915 -9.92891371495925, 33.4187527719807 -9.92889835179905, 33.4187384484738 -9.92893473554677, 33.4187781479885 -9.92895009870855, 33.4187924714915 -9.92891371495925))",6G2M3CC9+CGJ3
6070718,-9.93465605,33.4220852,6.2803,0.6284,"POLYGON((33.4220966142318 -9.93466733148666, 33.4220965852452 -9.93464472057985, 33.4220737792567 -9.93464474931774, 33.4220738082417 -9.93466736022461, 33.4220966142318 -9.93466733148666))",6G2M3C8C+4RPP
6078320,-9.92526603,33.43405761,21.9426,0.7519,"POLYGON((33.4340887054315 -9.92525837503675, 33.4340652477794 -9.92523517752666, 33.4340265159265 -9.92527367877267, 33.4340499735791 -9.92529687628488, 33.4340887054315 -9.92525837503675))",6G2M3CFM+VJV9
6097868,-9.92563719,33.41724558,28.4632,0.7457,"POLYGON((33.4172851472093 -9.92563685394659, 33.4172713811786 -9.92560744069156, 33.4172060038879 -9.92563751910185, 33.4172197699139 -9.925666932358, 33.4172851472093 -9.92563685394659))",6G2M3CF8+PVXH
6105563,-9.92928997,33.42579661,9.2642,0.6094,"POLYGON((33.4258117514573 -9.9293023202828, 33.4258100321051 -9.92927580620144, 33.4257814611536 -9.92927762743332, 33.4257831805036 -9.92930414151487, 33.4258117514573 -9.9293023202828))",6G2M3CCG+78MF
6123865,-9.92813109,33.41967306,12.0502,0.678,"POLYGON((33.419683739739 -9.92815079497749, 33.4196904171666 -9.92811679848833, 33.4196623773462 -9.92811138463972, 33.4196556999158 -9.9281453811282, 33.419683739739 -9.92815079497749))",6G2M3CC9+PVVP
6147816,-9.92647506,33.41689763,37.8173,0.7599,"POLYGON((33.4169154666819 -9.9265105578514, 33.4169290011043 -9.9264504657922, 33.4168797837063 -9.92643956892758, 33.4168662492754 -9.92649966098504, 33.4169154666819 -9.9265105578514))",6G2M3CF8+CQ2W
6167703,-9.92571328,33.41728799,58.9315,0.8067,"POLYGON((33.4173383825733 -9.92572283984392, 33.4173158233337 -9.92567054609744, 33.4172376042465 -9.92570371640397, 33.4172601634761 -9.92575601015604, 33.4173383825733 -9.92572283984392))",6G2M3CF8+PW7C
